1.189889, 2.557222, 1.552071, 0.000000
1.182568, 2.561084, 1.550037, 0.000000
1.189770, 2.561149, 1.552978, 0.000000
1.194126, 2.565295, 1.553242, 0.000000
1.186833, 2.561243, 1.552175, 0.000000
1.191070, 2.554213, 1.552582, 0.000000
1.188798, 2.552998, 1.553567, 0.000000
1.186211, 2.552845, 1.552064, 0.000000
1.189353, 2.547834, 1.551869, 0.000000
1.188762, 2.551761, 1.551369, 0.000000
1.189136, 2.551449, 1.552337, 0.000000
1.191346, 2.553084, 1.552780, 0.000000
1.191237, 2.562747, 1.554660, 0.000000
1.188429, 2.569107, 1.553115, 0.000000
1.180707, 2.573263, 1.550956, 0.000000
1.186164, 2.565213, 1.551513, 0.000000
1.186438, 2.562083, 1.552146, 0.000000
1.185494, 2.562093, 1.552209, 0.000000
1.187650, 2.554765, 1.551958, 0.000000
1.182406, 2.556446, 1.550957, 0.000000
1.181959, 2.547913, 1.551566, 0.000000
1.181079, 2.546261, 1.550933, 0.000000
1.191141, 2.544002, 1.552710, 0.000000
1.194075, 2.549203, 1.553393, 0.000000
1.191056, 2.547839, 1.554271, 0.000000
1.196393, 2.539663, 1.554549, 0.000000
1.191773, 2.537540, 1.554475, 0.000000
1.188244, 2.537395, 1.552101, 0.000000
1.192679, 2.540253, 1.554909, 0.000000
1.191276, 2.541232, 1.553341, 0.000000
1.194534, 2.542512, 1.553810, 0.000000
1.188848, 2.552188, 1.552390, 0.000000
1.190779, 2.556730, 1.553473, 0.000000
1.187986, 2.557837, 1.552744, 0.000000
1.195808, 2.554189, 1.553896, 0.000000
1.190938, 2.550703, 1.554318, 0.000000
1.189986, 2.555683, 1.552798, 0.000000
1.185887, 2.541830, 1.551658, 0.000000
1.189396, 2.541513, 1.552447, 0.000000
1.185551, 2.540537, 1.550976, 0.000000
1.190482, 2.544507, 1.553564, 0.000000
1.187131, 2.545159, 1.552463, 0.000000
1.185471, 2.554275, 1.551656, 0.000000
1.187494, 2.558008, 1.552038, 0.000000
1.194573, 2.551984, 1.553142, 0.000000
1.190916, 2.550038, 1.552851, 0.000000
1.190391, 2.557591, 1.552692, 0.000000
1.190227, 2.556622, 1.552024, 0.000000
1.193306, 2.550626, 1.554104, 0.000000
1.185014, 2.551128, 1.552679, 0.000000
1.188920, 2.544762, 1.552563, 0.000000
1.190891, 2.542146, 1.552645, 0.000000
1.188614, 2.543411, 1.552577, 0.000000
1.187632, 2.546508, 1.551554, 0.000000
1.185314, 2.550761, 1.551673, 0.000000
1.185104, 2.558782, 1.551935, 0.000000
1.187192, 2.570298, 1.552512, 0.000000
1.184860, 2.561200, 1.552593, 0.000000
1.186528, 2.563208, 1.550746, 0.000000
1.194743, 2.561740, 1.554151, 0.000000
1.199552, 2.567176, 1.555713, 0.000000
1.191385, 2.571527, 1.553895, 0.000000
1.193376, 2.571388, 1.553455, 0.000000
1.194520, 2.580420, 1.553421, 0.000000
1.195935, 2.578900, 1.554710, 0.000000
1.188929, 2.583083, 1.553283, 0.000000
1.190584, 2.580937, 1.552575, 0.000000
1.190187, 2.580036, 1.552737, 0.000000
1.190693, 2.585291, 1.553952, 0.000000
1.192550, 2.590592, 1.553374, 0.000000
1.195391, 2.589457, 1.553590, 0.000000
1.190534, 2.591630, 1.552855, 0.000000
1.187877, 2.582811, 1.551270, 0.000000
1.186644, 2.596136, 1.552722, 0.000000
1.189647, 2.597700, 1.552966, 0.000000
1.192258, 2.595907, 1.553895, 0.000000
1.191091, 2.590101, 1.553355, 0.000000
1.196844, 2.590458, 1.555743, 0.000000
1.200457, 2.589676, 1.555089, 0.000000
1.189693, 2.581569, 1.553391, 0.000000
1.184772, 2.574424, 1.552031, 0.000000
1.183423, 2.566470, 1.551183, 0.000000
1.184826, 2.566816, 1.551074, 0.000000
1.188851, 2.577158, 1.551730, 0.000000
1.189652, 2.575050, 1.552272, 0.000000
1.185958, 2.569947, 1.552658, 0.000000
1.189592, 2.568437, 1.552871, 0.000000
1.191800, 2.556135, 1.553720, 0.000000
1.193669, 2.555302, 1.554805, 0.000000
1.193973, 2.557405, 1.554952, 0.000000
1.190373, 2.564015, 1.552956, 0.000000
1.196900, 2.559236, 1.554723, 0.000000
1.194873, 2.555592, 1.553482, 0.000000
1.190234, 2.567628, 1.552879, 0.000000
1.187629, 2.574069, 1.551910, 0.000000
1.183562, 2.576840, 1.551672, 0.000000
1.182803, 2.583290, 1.550704, 0.000000
1.188007, 2.592878, 1.552909, 0.000000
1.182757, 2.589572, 1.551510, 0.000000
1.180089, 2.584994, 1.550995, 0.000000
1.182211, 2.588441, 1.550334, 0.000000
1.179934, 2.591447, 1.550418, 0.000000
1.192128, 2.589551, 1.553773, 0.000000
1.190599, 2.582508, 1.554689, 0.000000
1.187425, 2.578348, 1.551801, 0.000000
1.188351, 2.570839, 1.552899, 0.000000
1.187304, 2.562464, 1.552878, 0.000000
1.189416, 2.558132, 1.552981, 0.000000
1.187157, 2.554056, 1.552172, 0.000000
1.192238, 2.555464, 1.553959, 0.000000
1.198328, 2.559046, 1.555762, 0.000000
1.199746, 2.563682, 1.554439, 0.000000
1.198626, 2.565475, 1.554346, 0.000000
1.197855, 2.574611, 1.554123, 0.000000
1.191428, 2.573575, 1.552658, 0.000000
1.185691, 2.574065, 1.552280, 0.000000
1.189932, 2.578044, 1.552571, 0.000000
1.190473, 2.570724, 1.553794, 0.000000
1.188198, 2.577164, 1.553080, 0.000000
1.191098, 2.574945, 1.553172, 0.000000
1.195288, 2.568246, 1.554597, 0.000000
1.192252, 2.559185, 1.553494, 0.000000
1.189879, 2.557549, 1.552416, 0.000000
1.188519, 2.555547, 1.551400, 0.000000
1.193238, 2.557994, 1.553721, 0.000000
1.189648, 2.565843, 1.553139, 0.000000
1.191354, 2.567138, 1.553326, 0.000000
1.184952, 2.569262, 1.551741, 0.000000
1.180588, 2.575242, 1.550446, 0.000000
1.184867, 2.575261, 1.552135, 0.000000
1.188509, 2.583747, 1.551853, 0.000000
1.198268, 2.587252, 1.554978, 0.000000
1.186382, 2.584766, 1.552150, 0.000000
1.191891, 2.583624, 1.552400, 0.000000
1.189021, 2.584201, 1.551958, 0.000000
1.187318, 2.580612, 1.551396, 0.000000
1.185367, 2.581480, 1.552067, 0.000000
1.186781, 2.584758, 1.551750, 0.000000
1.192240, 2.578531, 1.553370, 0.000000
1.192823, 2.573773, 1.553912, 0.000000
1.189971, 2.573552, 1.553614, 0.000000
1.187445, 2.577021, 1.551524, 0.000000
1.186763, 2.569611, 1.552018, 0.000000
1.185432, 2.571854, 1.551052, 0.000000
1.186451, 2.565984, 1.551740, 0.000000
1.193536, 2.567214, 1.552865, 0.000000
1.189379, 2.571038, 1.551655, 0.000000
1.190415, 2.558880, 1.552854, 0.000000
1.186414, 2.556071, 1.552377, 0.000000
1.184354, 2.551655, 1.552565, 0.000000
1.183126, 2.550711, 1.550834, 0.000000
1.182797, 2.551407, 1.550697, 0.000000
1.185407, 2.555875, 1.551785, 0.000000
1.190794, 2.561349, 1.552546, 0.000000
1.190637, 2.563555, 1.552220, 0.000000
1.180080, 2.565893, 1.550996, 0.000000
1.182551, 2.568297, 1.550703, 0.000000
1.183175, 2.578937, 1.550722, 0.000000
1.184321, 2.575382, 1.551027, 0.000000
1.185180, 2.573658, 1.550889, 0.000000
1.185366, 2.570740, 1.551498, 0.000000
1.187458, 2.565047, 1.551288, 0.000000
1.179236, 2.561191, 1.550765, 0.000000
1.181492, 2.564468, 1.550926, 0.000000
1.187304, 2.567404, 1.551342, 0.000000
1.191272, 2.572960, 1.552273, 0.000000
1.191105, 2.576184, 1.552107, 0.000000
1.187629, 2.567729, 1.551027, 0.000000
1.182996, 2.572255, 1.551460, 0.000000
1.178840, 2.580245, 1.552581, 0.000000
